,date,title,point
1043,2023-08-01,"뮤지컬 〈알로하, 나의 엄마들〉",0.3
1044,2023-08-01,뮤지컬 〈맘마미아!〉 - 청주,0.3
1045,2023-08-01,〈섹시동안클럽〉 CONCERT - 납량특집,0.3
1046,2023-08-01,뮤지컬 〈구텐버그〉,0.3
1047,2023-08-01,뮤지컬 〈맘마미아〉 - 수원,0.2
1048,2023-08-01,뮤지컬 〈맘마미아!〉 - 세종,0.2
1049,2023-08-01,2023 뮤지컬 〈신의 손가락〉,0.2
1050,2023-08-02,뮤지컬 〈백작〉,20.5
1051,2023-08-02,뮤지컬 〈그날들〉 10주년 기념 공연,13.5
1052,2023-08-02,뮤지컬 〈멤피스〉,8.7
1053,2023-08-02,뮤지컬 〈모차르트!〉,4.2
1054,2023-08-02,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",4.1
1055,2023-08-02,뮤지컬 〈와일드 그레이〉,3.5
1056,2023-08-02,뮤지컬 〈오페라의 유령〉 - 서울,3.3
1057,2023-08-02,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한,2.7
1058,2023-08-02,태양의서커스 〈루치아〉,2.4
1059,2023-08-02,뮤지컬 〈빨래〉,2.0
1060,2023-08-02,뮤지컬 〈칠칠〉,1.9
1061,2023-08-02,뮤지컬 〈프리다〉,1.8
1062,2023-08-02,"뮤지컬 〈다시, 동물원〉",1.8
1063,2023-08-02,뮤지컬 〈멸화군〉,1.6
1064,2023-08-02,뮤지컬 〈오즈〉,1.6
1065,2023-08-02,2023 최현우 Answer,1.5
1066,2023-08-02,뮤지컬 〈레베카〉 10주년 기념공연,1.5
1067,2023-08-02,뮤지컬 〈라흐 헤스트〉,1.2
1068,2023-08-02,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",1.1
1069,2023-08-02,뮤지컬 〈곤 투모로우〉,1.1
1070,2023-08-02,뮤지컬 〈더 테일 에이프릴 풀스〉,1.0
1071,2023-08-02,뮤지컬 〈맘마미아!〉 - 구미,0.9
1072,2023-08-02,뮤지컬 〈보이A〉,0.9
1073,2023-08-02,뮤지컬 〈더 픽션〉,0.9
1074,2023-08-02,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.8
1075,2023-08-02,뮤지컬 데스노트 (The Musical Death Note) - 부산,0.8
1076,2023-08-02,뮤지컬 ＇벤허＇,0.8
1077,2023-08-02,와일드 와일드 〈드림〉,0.7
1078,2023-08-02,난타(NANTA) - 명동공연,0.7
1079,2023-08-02,뮤지컬 〈맘마미아!〉 - 광주,0.6
1080,2023-08-02,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.6
1081,2023-08-02,뮤지컬 〈비스티〉,0.6
1082,2023-08-02,뮤지컬 사의찬미 10th Anniversary Concert,0.6
1083,2023-08-02,뮤지컬 〈트레이스 유〉,0.5
1084,2023-08-02,뮤지컬 〈구텐버그〉,0.5
1085,2023-08-02,뮤지컬 갈라 콘서트 HAPPY VIBE(1차 공연),0.5
1086,2023-08-02,"뮤지컬 〈알로하, 나의 엄마들〉",0.4
1087,2023-08-02,뮤지컬 〈맘마미아!〉 - 창원,0.4
1088,2023-08-02,뮤지컬 〈베르나르다 알바〉,0.4
1089,2023-08-02,뮤지컬 〈맘마미아!〉 - 청주,0.4
1090,2023-08-02,뮤지컬 〈트레드밀〉,0.3
1091,2023-08-02,뮤지컬 〈왕자대전〉,0.3
1092,2023-08-02,뮤지컬 〈맘마미아!〉 - 세종,0.3
1093,2023-08-02,뮤지컬 〈맘마미아!〉 - 익산,0.3
1094,2023-08-02,뮤지컬 〈파리넬리〉 - 부산,0.3
1095,2023-08-02,뮤지컬 〈인사이드 윌리엄〉 2023,0.3
1096,2023-08-02,뮤지컬 〈맘마미아〉 - 수원,0.3
1097,2023-08-02,뮤지컬 〈전설의 리틀 농구단〉 - 안양,0.3
1098,2023-08-02,뮤지컬 〈맘마미아!〉 - 김해,0.2
1099,2023-08-02,뮤지컬 〈맘마미아!〉 - 진주,0.2
1100,2023-08-03,뮤지컬 〈트레드밀〉,19.9
1101,2023-08-03,뮤지컬 〈그날들〉 10주년 기념 공연,12.4
1102,2023-08-03,뮤지컬 〈멤피스〉,8.8
1103,2023-08-03,뮤지컬 〈모차르트!〉,3.7
1104,2023-08-03,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",3.5
1105,2023-08-03,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한,3.2
1106,2023-08-03,뮤지컬 〈오페라의 유령〉 - 서울,3.0
1107,2023-08-03,뮤지컬 〈빨래〉,2.8
1108,2023-08-03,태양의서커스 〈루치아〉,2.5
1109,2023-08-03,뮤지컬 〈레베카〉 10주년 기념공연,2.2
1110,2023-08-03,"뮤지컬 〈다시, 동물원〉",2.1
1111,2023-08-03,2023 최현우 Answer,2.0
1112,2023-08-03,뮤지컬 〈와일드 그레이〉,1.9
1113,2023-08-03,수상불꽃극 〈호수 위 우주〉 - 충주,1.4
1114,2023-08-03,뮤지컬 〈칠칠〉,1.4
1115,2023-08-03,뮤지컬 〈라흐 헤스트〉,1.4
1116,2023-08-03,뮤지컬 〈프리다〉,1.3
1117,2023-08-03,뮤지컬 ＇벤허＇,1.2
1118,2023-08-03,뮤지컬 〈백작〉,1.2
1119,2023-08-03,뮤지컬 〈오즈〉,1.2
1120,2023-08-03,뮤지컬 〈더 테일 에이프릴 풀스〉,1.1
1121,2023-08-03,뮤지컬 〈구텐버그〉,1.1
1122,2023-08-03,뮤지컬 데스노트 (The Musical Death Note) - 부산,0.9
1123,2023-08-03,뮤지컬 〈곤 투모로우〉,0.8
1124,2023-08-03,뮤지컬 〈맘마미아!〉 - 구미,0.8
1125,2023-08-03,뮤지컬 〈멸화군〉,0.8
1126,2023-08-03,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.8
1127,2023-08-03,뮤지컬 〈비스티〉,0.8
1128,2023-08-03,뮤지컬 사의찬미 10th Anniversary Concert,0.7
1129,2023-08-03,뮤지컬 〈더 픽션〉,0.7
1130,2023-08-03,와일드 와일드 〈드림〉,0.7
1131,2023-08-03,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.7
1132,2023-08-03,뮤지컬〈여신님이 보고계셔〉 - 세종시,0.6
1133,2023-08-03,뮤지컬 〈맘마미아!〉 - 창원,0.6
1134,2023-08-03,뮤지컬 〈맘마미아!〉 - 안산,0.5
1135,2023-08-03,뮤지컬 〈맘마미아!〉 - 세종,0.5
1136,2023-08-03,뮤지컬 〈맘마미아!〉 - 광주,0.5
1137,2023-08-03,뮤지컬 〈트레이스 유〉,0.5
1138,2023-08-03,뮤지컬 〈베르나르다 알바〉,0.5
1139,2023-08-03,난타(NANTA) - 명동공연,0.4
1140,2023-08-03,뮤지컬 〈맘마미아〉 - 수원,0.4
1141,2023-08-03,2023 최현우 Answer - 대구,0.4
1142,2023-08-03,뮤지컬 〈맘마미아!〉 - 익산,0.4
1143,2023-08-03,"뮤지컬 〈알로하, 나의 엄마들〉",0.4
1144,2023-08-03,뮤지컬 〈파리넬리〉 - 부산,0.3
1145,2023-08-03,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.3
1146,2023-08-03,2023 뮤지컬 〈신의 손가락〉,0.3
1147,2023-08-03,뮤지컬 〈이토록 보통의〉,0.3
1148,2023-08-03,뮤지컬 〈인사이드 윌리엄〉 2023,0.3
1149,2023-08-03,뮤지컬 〈파리넬리〉 - 군포,0.3
1150,2023-08-04,뮤지컬 〈라흐 헤스트〉,16.8
1151,2023-08-04,뮤지컬 〈그날들〉 10주년 기념 공연,9.9
1152,2023-08-04,뮤지컬 〈멤피스〉,8.3
1153,2023-08-04,뮤지컬 〈트레드밀〉,6.7
1154,2023-08-04,뮤지컬 렛미플라이 - 여주,5.5
1155,2023-08-04,뮤지컬 〈모차르트!〉,4.5
1156,2023-08-04,뮤지컬 〈오페라의 유령〉 - 서울,3.2
1157,2023-08-04,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",3.2
1158,2023-08-04,뮤지컬 〈빨래〉,3.0
1159,2023-08-04,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한,2.4
1160,2023-08-04,"뮤지컬 〈다시, 동물원〉",2.0
1161,2023-08-04,뮤지컬 〈레베카〉 10주년 기념공연,1.9
1162,2023-08-04,2023 최현우 Answer,1.9
1163,2023-08-04,뮤지컬 〈프리다〉,1.8
1164,2023-08-04,뮤지컬 〈더 테일 에이프릴 풀스〉,1.8
1165,2023-08-04,뮤지컬 〈더 픽션〉,1.6
1166,2023-08-04,태양의서커스 〈루치아〉,1.6
1167,2023-08-04,뮤지컬 데스노트 (The Musical Death Note) - 부산,1.1
1168,2023-08-04,뮤지컬 〈칠칠〉,1.1
1169,2023-08-04,뮤지컬 〈와일드 그레이〉,1.0
1170,2023-08-04,뮤지컬 〈맘마미아!〉 - 구미,1.0
1171,2023-08-04,와일드 와일드 〈드림〉,0.9
1172,2023-08-04,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.9
1173,2023-08-04,뮤지컬 〈오즈〉,0.8
1174,2023-08-04,뮤지컬 〈곤 투모로우〉,0.8
1175,2023-08-04,뮤지컬 〈구텐버그〉,0.8
1176,2023-08-04,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.7
1177,2023-08-04,뮤지컬 〈비스티〉,0.7
1178,2023-08-04,뮤지컬 〈맘마미아!〉 - 광주,0.7
1179,2023-08-04,뮤지컬 ＇벤허＇,0.7
1180,2023-08-04,난타(NANTA) - 명동공연,0.7
1181,2023-08-04,뮤지컬〈여신님이 보고계셔〉 - 세종시,0.6
1182,2023-08-04,뮤지컬 〈트레이스 유〉,0.6
1183,2023-08-04,뮤지컬 사의찬미 10th Anniversary Concert,0.5
1184,2023-08-04,수상불꽃극 〈호수 위 우주〉 - 충주,0.5
1185,2023-08-04,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.4
1186,2023-08-04,뮤지컬 〈맘마미아!〉 - 익산,0.4
1187,2023-08-04,뮤지컬 〈멸화군〉,0.4
1188,2023-08-04,뮤지컬 〈김종욱 찾기〉,0.4
1189,2023-08-04,뮤지컬 〈인사이드 윌리엄〉 2023,0.4
1190,2023-08-04,뮤지컬 〈맘마미아!〉 - 세종,0.4
1191,2023-08-04,뮤지컬 〈맘마미아!〉 - 청주,0.4
1192,2023-08-04,뮤지컬 〈파리넬리〉 - 부산,0.3
1193,2023-08-04,뮤지컬 〈맘마미아!〉 - 김해,0.3
1194,2023-08-04,뮤지컬 〈맘마미아!〉 - 창원,0.3
1195,2023-08-04,뮤지컬 〈백작〉,0.3
1196,2023-08-04,뮤지컬 〈맘마미아!〉 - 안산,0.3
1197,2023-08-04,뮤지컬 〈베르나르다 알바〉,0.3
1198,2023-08-04,뮤지컬 〈맘마미아!〉 - 당진,0.3
1199,2023-08-04,2023 최현우 Answer - 수원,0.3
1200,2023-08-05,뮤지컬 〈그날들〉 10주년 기념 공연,15.1
1201,2023-08-05,뮤지컬 〈라흐 헤스트〉,10.2
1202,2023-08-05,뮤지컬 〈멤피스〉,9.6
1203,2023-08-05,뮤지컬 〈트레드밀〉,5.3
1204,2023-08-05,뮤지컬 〈모차르트!〉,4.4
1205,2023-08-05,뮤지컬 〈오페라의 유령〉 - 서울,4.3
1206,2023-08-05,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",3.7
1207,2023-08-05,뮤지컬 〈빨래〉,3.7
1208,2023-08-05,뮤지컬 〈더 픽션〉,2.4
1209,2023-08-05,뮤지컬 〈레베카〉 10주년 기념공연,2.1
1210,2023-08-05,뮤지컬 〈프리다〉,2.1
1211,2023-08-05,뮤지컬 〈더 테일 에이프릴 풀스〉,2.1
1212,2023-08-05,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한,1.9
1213,2023-08-05,"뮤지컬 〈다시, 동물원〉",1.9
1214,2023-08-05,태양의서커스 〈루치아〉,1.7
1215,2023-08-05,2023 최현우 Answer,1.5
1216,2023-08-05,뮤지컬 〈맘마미아!〉 - 광주,1.3
1217,2023-08-05,뮤지컬 〈구텐버그〉,1.3
1218,2023-08-05,뮤지컬 〈오즈〉,1.3
1219,2023-08-05,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,1.2
1220,2023-08-05,와일드 와일드 〈드림〉,1.2
1221,2023-08-05,뮤지컬 ＇벤허＇,1.1
1222,2023-08-05,뮤지컬 〈와일드 그레이〉,1.0
1223,2023-08-05,뮤지컬 〈맘마미아!〉 - 세종,1.0
1224,2023-08-05,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",1.0
1225,2023-08-05,뮤지컬 〈곤 투모로우〉,0.9
1226,2023-08-05,뮤지컬 〈비스티〉,0.9
1227,2023-08-05,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.8
1228,2023-08-05,뮤지컬 〈맘마미아!〉 - 구미,0.8
1229,2023-08-05,뮤지컬 〈맘마미아!〉 - 김해,0.8
1230,2023-08-05,난타(NANTA) - 명동공연,0.8
1231,2023-08-05,뮤지컬 렛미플라이 - 여주,0.7
1232,2023-08-05,뮤지컬 〈칠칠〉,0.6
1233,2023-08-05,뮤지컬 〈맘마미아!〉 - 창원,0.6
1234,2023-08-05,뮤지컬 〈백작〉,0.5
1235,2023-08-05,뮤지컬 〈맘마미아!〉 - 청주,0.5
1236,2023-08-05,뮤지컬 〈멸화군〉,0.4
1237,2023-08-05,뮤지컬 〈베르나르다 알바〉,0.4
1238,2023-08-05,뮤지컬〈여신님이 보고계셔〉 - 세종시,0.4
1239,2023-08-05,뮤지컬 〈맘마미아〉 - 수원,0.4
1240,2023-08-05,뮤지컬 〈트레이스 유〉,0.4
1241,2023-08-05,2023 신영숙 콘서트 ＇ 친절한 영숙씨＇,0.3
1242,2023-08-05,뮤지컬 〈맘마미아!〉 - 당진,0.3
1243,2023-08-05,뮤지컬 〈맘마미아!〉 - 안산,0.3
1244,2023-08-05,뮤지컬 〈인사이드 윌리엄〉 2023,0.3
1245,2023-08-05,뮤지컬 〈왕자대전〉,0.3
1246,2023-08-05,수상불꽃극 〈호수 위 우주〉 - 충주,0.3
1247,2023-08-05,〈섹시동안클럽〉 CONCERT - 납량특집,0.3
1248,2023-08-05,뮤지컬 〈싯다르타〉 - 속초,0.3
1249,2023-08-05,트로트 뮤지컬 〈트리아웃〉 - 화성,0.3
1250,2023-08-06,뮤지컬 〈그날들〉 10주년 기념 공연,15.4
1251,2023-08-06,뮤지컬 〈라흐 헤스트〉,8.9
1252,2023-08-06,뮤지컬 〈멤피스〉,8.7
1253,2023-08-06,뮤지컬 〈트레드밀〉,7.2
1254,2023-08-06,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",5.9
1255,2023-08-06,뮤지컬 〈모차르트!〉,4.8
1256,2023-08-06,뮤지컬 〈오페라의 유령〉 - 서울,4.1
1257,2023-08-06,뮤지컬 〈더 테일 에이프릴 풀스〉,2.2
1258,2023-08-06,태양의서커스 〈루치아〉,2.1
1259,2023-08-06,뮤지컬 〈빨래〉,2.0
1260,2023-08-06,뮤지컬 〈레베카〉 10주년 기념공연,2.0
1261,2023-08-06,2023 최현우 Answer,1.8
1262,2023-08-06,뮤지컬 〈프리다〉,1.8
1263,2023-08-06,"뮤지컬 〈다시, 동물원〉",1.8
1264,2023-08-06,뮤지컬 〈더 픽션〉,1.8
1265,2023-08-06,뮤지컬 〈와일드 그레이〉,1.6
1266,2023-08-06,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,1.5
1267,2023-08-06,뮤지컬 〈멸화군〉,1.5
1268,2023-08-06,뮤지컬 〈오즈〉,1.4
1269,2023-08-06,뮤지컬 ＇벤허＇,1.4
1270,2023-08-06,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한,1.4
1271,2023-08-06,뮤지컬 〈곤 투모로우〉,1.1
1272,2023-08-06,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",1.1
1273,2023-08-06,뮤지컬 〈비스티〉,1.0
1274,2023-08-06,와일드 와일드 〈드림〉,1.0
1275,2023-08-06,뮤지컬 〈맘마미아!〉 - 광주,1.0
1276,2023-08-06,뮤지컬 〈구텐버그〉,1.0
1277,2023-08-06,뮤지컬 렛미플라이 - 여주,0.9
1278,2023-08-06,뮤지컬 〈맘마미아!〉 - 세종,0.8
1279,2023-08-06,뮤지컬 〈칠칠〉,0.7
1280,2023-08-06,뮤지컬 〈맘마미아〉 - 수원,0.6
1281,2023-08-06,난타(NANTA) - 명동공연,0.6
1282,2023-08-06,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.5
1283,2023-08-06,뮤지컬 〈백작〉,0.5
1284,2023-08-06,뮤지컬 〈맘마미아!〉 - 김해,0.5
1285,2023-08-06,2023 신영숙 콘서트 ＇ 친절한 영숙씨＇,0.5
1286,2023-08-06,뮤지컬 〈맘마미아!〉 - 구미,0.5
1287,2023-08-06,뮤지컬 〈맘마미아!〉 - 창원,0.4
1288,2023-08-06,뮤지컬 〈트레이스 유〉,0.4
1289,2023-08-06,뮤지컬 〈맘마미아!〉 - 청주,0.4
1290,2023-08-06,뮤지컬 〈파리넬리〉 - 부산,0.4
1291,2023-08-06,뮤지컬 파리넬리 - 수원,0.4
1292,2023-08-06,뮤지컬 〈보이A〉,0.4
1293,2023-08-06,"뮤지컬 〈알로하, 나의 엄마들〉",0.3
1294,2023-08-06,뮤지컬〈여신님이 보고계셔〉 - 세종시,0.3
1295,2023-08-06,뮤지컬 〈맘마미아!〉 - 안산,0.3
1296,2023-08-06,2023 최현우 Answer - 수원,0.3
1297,2023-08-06,뮤지컬 〈타오르는 어둠 속에서〉,0.3
1298,2023-08-06,트로트 뮤지컬 〈트리아웃〉 - 화성,0.3
1299,2023-08-06,2023 최현우 Answer - 성남,0.3
1300,2023-08-07,뮤지컬 〈사칠〉,13.3
1301,2023-08-07,뮤지컬 〈그날들〉 10주년 기념 공연,10.1
1302,2023-08-07,뮤지컬 〈멤피스〉,9.5
1303,2023-08-07,뮤지컬 〈모차르트!〉,5.4
1304,2023-08-07,뮤지컬 〈트레드밀〉,4.8
1305,2023-08-07,뮤지컬 〈라흐 헤스트〉,4.7
1306,2023-08-07,뮤지컬 〈오페라의 유령〉 - 서울,4.5
1307,2023-08-07,뮤지컬 〈빨래〉,2.6
1308,2023-08-07,쥬크박스 뮤지컬 트리아웃 - 함양,2.4
1309,2023-08-07,뮤지컬 〈레베카〉 10주년 기념공연,2.4
1310,2023-08-07,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",2.3
1311,2023-08-07,"뮤지컬 〈다시, 동물원〉",2.3
1312,2023-08-07,뮤지컬 〈구텐버그〉,2.3
1313,2023-08-07,태양의서커스 〈루치아〉,2.2
1314,2023-08-07,뮤지컬 〈와일드 그레이〉,1.8
1315,2023-08-07,뮤지컬 〈프리다〉,1.7
1316,2023-08-07,뮤지컬 〈더 테일 에이프릴 풀스〉,1.5
1317,2023-08-07,2023 최현우 Answer,1.4
1318,2023-08-07,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,1.4
1319,2023-08-07,뮤지컬 〈맘마미아!〉 - 구미,1.4
1320,2023-08-07,뮤지컬 〈더 픽션〉,1.2
1321,2023-08-07,뮤지컬 〈오즈〉,1.2
1322,2023-08-07,뮤지컬 〈맘마미아!〉 - 세종,1.0
1323,2023-08-07,뮤지컬 〈곤 투모로우〉,1.0
1324,2023-08-07,뮤지컬 〈맘마미아!〉 - 광주,0.9
1325,2023-08-07,뮤지컬 ＇벤허＇,0.9
1326,2023-08-07,뮤지컬 〈맘마미아!〉 - 청주,0.8
1327,2023-08-07,뮤지컬 〈비스티〉,0.8
1328,2023-08-07,와일드 와일드 〈드림〉,0.8
1329,2023-08-07,뮤지컬 〈멸화군〉,0.8
1330,2023-08-07,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.7
1331,2023-08-07,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.6
1332,2023-08-07,뮤지컬 〈백작〉,0.5
1333,2023-08-07,뮤지컬 렛미플라이 - 여주,0.5
1334,2023-08-07,뮤지컬 〈맘마미아!〉 - 창원,0.5
1335,2023-08-07,뮤지컬〈여신님이 보고계셔〉 - 세종시,0.4
1336,2023-08-07,뮤지컬 〈트레이스 유〉,0.4
1337,2023-08-07,뮤지컬 〈칠칠〉,0.4
1338,2023-08-07,뮤지컬 〈파리넬리〉 - 부산,0.4
1339,2023-08-07,난타(NANTA) - 명동공연,0.4
1340,2023-08-07,쇼 뮤지컬 〈시스터즈 (SheStars!)〉,0.4
1341,2023-08-07,뮤지컬 〈타오르는 어둠 속에서〉,0.4
1342,2023-08-07,뮤지컬 〈맘마미아!〉 - 안산,0.3
1343,2023-08-07,2023 신영숙 콘서트 ＇ 친절한 영숙씨＇,0.3
1344,2023-08-07,2023 뮤지컬 〈신의 손가락〉,0.3
1345,2023-08-07,뮤지컬 〈인사이드 윌리엄〉 2023,0.3
1346,2023-08-07,뮤지컬 파리넬리 - 수원,0.3
1347,2023-08-07,2023 최현우 Answer - 대구,0.3
1348,2023-08-07,2023 최현우 Answer - 수원,0.3
1349,2023-08-07,뮤지컬 〈맘마미아!〉 - 김해,0.3
1350,2023-08-08,뮤지컬 〈레베카〉 10주년 기념공연,48.9
1351,2023-08-08,뮤지컬 〈후크〉,15.0
1352,2023-08-08,뮤지컬 〈구텐버그〉,6.1
1353,2023-08-08,뮤지컬 〈킴즈〉,3.3
1354,2023-08-08,뮤지컬 〈멤피스〉,3.0
1355,2023-08-08,뮤지컬 〈그날들〉 10주년 기념 공연,3.0
1356,2023-08-08,뮤지컬 파리넬리 - 오산,2.1
1357,2023-08-08,뮤지컬 〈라흐 헤스트〉,1.5
1358,2023-08-08,뮤지컬 〈오페라의 유령〉 - 서울,1.4
1359,2023-08-08,뮤지컬 〈사칠〉,1.1
1360,2023-08-08,뮤지컬 〈모차르트!〉,1.0
1361,2023-08-08,뮤지컬 〈트레드밀〉,1.0
1362,2023-08-08,태양의서커스 〈루치아〉,0.8
1363,2023-08-08,뮤지컬 〈빨래〉,0.8
1364,2023-08-08,뮤지컬 〈와일드 그레이〉,0.6
1365,2023-08-08,"뮤지컬 〈다시, 동물원〉",0.5
1366,2023-08-08,2023 최현우 Answer,0.5
1367,2023-08-08,뮤지컬 〈프리다〉,0.5
1368,2023-08-08,뮤지컬 ＇벤허＇,0.5
1369,2023-08-08,뮤지컬 〈비스티〉,0.4
1370,2023-08-08,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",0.4
1371,2023-08-08,뮤지컬 〈오즈〉,0.4
1372,2023-08-08,뮤지컬 〈맘마미아!〉 - 광주,0.4
1373,2023-08-08,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.4
1374,2023-08-08,뮤지컬 〈멸화군〉,0.4
1375,2023-08-08,뮤지컬 〈더 픽션〉,0.4
1376,2023-08-08,뮤지컬 〈곤 투모로우〉,0.3
1377,2023-08-08,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.3
1378,2023-08-08,뮤지컬 〈더 테일 에이프릴 풀스〉,0.3
1379,2023-08-08,뮤지컬 〈맘마미아!〉 - 청주,0.2
1380,2023-08-08,와일드 와일드 〈드림〉,0.2
1381,2023-08-08,뮤지컬 〈맘마미아!〉 - 구미,0.2
1382,2023-08-08,뮤지컬 〈트레이스 유〉,0.2
1383,2023-08-08,쇼 뮤지컬 〈시스터즈 (SheStars!)〉,0.2
1384,2023-08-08,"뮤지컬 〈알로하, 나의 엄마들〉",0.2
1385,2023-08-08,뮤지컬 〈백작〉,0.2
1386,2023-08-08,수상불꽃극 〈호수 위 우주〉 - 충주,0.2
1387,2023-08-08,2023 뮤지컬 〈신의 손가락〉,0.2
1388,2023-08-08,하트시그널,0.2
1389,2023-08-08,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.1
1390,2023-08-08,뮤지컬 〈타오르는 어둠 속에서〉,0.1
1391,2023-08-08,난타(NANTA) - 명동공연,0.1
1392,2023-08-08,뮤지컬 〈맘마미아!〉 - 김해,0.1
1393,2023-08-08,뮤지컬 〈맘마미아!〉 - 창원,0.1
1394,2023-08-08,뮤지컬 〈칠칠〉,0.1
1395,2023-08-08,쥬크박스 뮤지컬 트리아웃 - 함양,0.1
1396,2023-08-08,뮤지컬 〈맘마미아〉 - 수원,0.1
1397,2023-08-08,뮤지컬 〈맘마미아!〉 - 안산,0.1
1398,2023-08-08,뮤지컬 〈맘마미아!〉 - 세종,0.1
1399,2023-08-08,더 맨 얼라이브 〈초이스〉,0.1
1400,2023-08-09,뮤지컬 〈레미제라블〉 - 부산,32.6
1401,2023-08-09,뮤지컬 〈쇼맨_어느 독재자의 네 번째 대역배우〉,14.9
1402,2023-08-09,뮤지컬 〈레베카〉 10주년 기념공연,14.6
1403,2023-08-09,뮤지컬 〈삼총사〉,8.3
1404,2023-08-09,뮤지컬 〈멤피스〉,3.9
1405,2023-08-09,뮤지컬 〈그날들〉 10주년 기념 공연,3.2
1406,2023-08-09,뮤지컬 〈더 픽션〉,2.4
1407,2023-08-09,뮤지컬 〈오페라의 유령〉 - 서울,1.2
1408,2023-08-09,뮤지컬 〈라흐 헤스트〉,1.1
1409,2023-08-09,뮤지컬 〈빨래〉,1.0
1410,2023-08-09,뮤지컬 〈모차르트!〉,1.0
1411,2023-08-09,뮤지컬 〈프리다〉,0.9
1412,2023-08-09,뮤지컬 〈사칠〉,0.9
1413,2023-08-09,뮤지컬 〈와일드 그레이〉,0.7
1414,2023-08-09,뮤지컬 〈구텐버그〉,0.7
1415,2023-08-09,뮤지컬 〈후크〉,0.6
1416,2023-08-09,태양의서커스 〈루치아〉,0.6
1417,2023-08-09,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",0.6
1418,2023-08-09,"뮤지컬 〈다시, 동물원〉",0.6
1419,2023-08-09,뮤지컬 파리넬리 - 오산,0.5
1420,2023-08-09,와일드 와일드 〈드림〉,0.5
1421,2023-08-09,뮤지컬 〈트레드밀〉,0.5
1422,2023-08-09,2023 최현우 Answer,0.5
1423,2023-08-09,2023 뮤지컬 〈신의 손가락〉,0.5
1424,2023-08-09,뮤지컬 ＇벤허＇,0.4
1425,2023-08-09,뮤지컬 〈곤 투모로우〉,0.4
1426,2023-08-09,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.3
1427,2023-08-09,뮤지컬 〈오즈〉,0.3
1428,2023-08-09,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.3
1429,2023-08-09,뮤지컬 〈더 테일 에이프릴 풀스〉,0.3
1430,2023-08-09,뮤지컬 〈맘마미아!〉 - 세종,0.3
1431,2023-08-09,난타(NANTA) - 명동공연,0.3
1432,2023-08-09,뮤지컬 〈맘마미아!〉 - 광주,0.2
1433,2023-08-09,뮤지컬 〈멸화군〉,0.2
1434,2023-08-09,뮤지컬 〈비스티〉,0.2
1435,2023-08-09,뮤지컬 〈킴즈〉,0.2
1436,2023-08-09,뮤지컬 〈트레이스 유〉,0.2
1437,2023-08-09,뮤지컬 〈맘마미아!〉 - 창원,0.2
1438,2023-08-09,뮤지컬 〈맘마미아!〉 - 청주,0.2
1439,2023-08-09,뮤지컬 〈맘마미아!〉 - 구미,0.2
1440,2023-08-09,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.2
1441,2023-08-09,쇼 뮤지컬 〈시스터즈 (SheStars!)〉,0.1
1442,2023-08-09,뮤지컬 〈타오르는 어둠 속에서〉,0.1
1443,2023-08-09,수상불꽃극 〈호수 위 우주〉 - 충주,0.1
